1000020642,41.6786754,-83.5127283
1000049528,44.933143,7.540121
1000104266,40.4416941,-79.9900861
1000110750,40.4258686,-86.9080655
100012423,44.933143,7.540121
100013748,38.89366125,-76.9878832539
100015810,44.933143,7.540121
1000165092,44.933143,7.540121
1000169400,44.933143,7.540121
1000173818,36.0684073,-80.0088552
1000181371,44.933143,7.540121
1000297230,25.7742658,-80.1936589
100034461,25.7881436,-80.1272705
1000455474,44.933143,7.540121
1000484534,36.5449499,-119.2873384
1000485744,44.933143,7.540121
100056237,39.3600586,-84.309939
1000565503,44.933143,7.540121
1000593937,44.933143,7.540121
1000622148,27.7567667,-81.4639835
100063867,49.21230655,-2.12559995964
1000699344,27.7567667,-81.4639835
1000701200,55.954083,-3.1981584
1000705741,27.7567667,-81.4639835
1000716252,39.8842304,-82.7535049
100076191,44.933143,7.540121
1000769840,44.933143,7.540121
1000770132,44.933143,7.540121
100077214,35.2270869,-80.8431268
1000787564,51.7172632,-0.0336376
1000789646,44.933143,7.540121
1000794494,28.5421232,-81.3790475
100081445,39.7837304,-100.4458825
1000820036,44.933143,7.540121
100085032,33.7490987,-84.3901849
1000899020,42.3146014,-74.432049
1000899134,44.933143,7.540121
100102221,41.3082138,-72.9250518
1001093089,44.933143,7.540121
1001097404,44.933143,7.540121
100140966,46.7304268,-117.173895
100149793,44.933143,7.540121
100161960,37.1677128,-94.8464256
1001774964,34.2331373,-102.4107493
1002035582,44.933143,7.540121
1002060157,44.933143,7.540121
1002095360,48.86423125,2.32124879841
1002104324,33.937517,-117.2305944
1002131275,25.6905515,-80.2350089798
10022492,30.2711286,-97.7436995
1002283214,43.6869439,-79.5879143
1002379100,44.933143,7.540121
1002426793,44.933143,7.540121
10024312,38.8949549,-77.0366456
100247371,34.0514898,-84.0712997
100263748,32.5812455,-85.7491225
100267809,48.1058955,11.4902052
1002703484,44.933143,7.540121
1002749869,44.933143,7.540121
100276842,39.775849,-86.1521787313
1002775452,29.6519396,-82.3249961
1002780614,44.933143,7.540121
1002798602,27.9484265,-82.2362154522
1002889080,44.933143,7.540121
1002933722,50.91155265,3.12764315139
1002944125,29.10150985,-81.010553841
1002982410,40.0757384,-74.4041622
1002986912,-22.1100447,-56.5216428
100303386,36.8889933,-76.2481624
1003066430,42.8689552,-76.9777436
1003116530,24.9505008,121.2954596
1003121732,44.933143,7.540121
1003124977,33.7490987,-84.3901849
1003128800,39.0275659,-83.919652
1003130772,40.0757384,-74.4041622
1003153914,51.90491615,4.48745086188
100317315,42.3428443,-78.1113975
1003209272,10.1551776,12.711914
1003214707,39.9622601,-83.0007065
1003269332,44.933143,7.540121
1003290318,44.933143,7.540121
1003376605,40.85703325,-73.8366961599
1003416864,44.933143,7.540121
100354426,43.236877,-123.501786
100356171,39.1014537,-84.5124602
100366369,44.933143,7.540121
100369951,40.7892764,-73.9265911
100373001,36.5748441,139.2394179
100378482,41.4730948,-87.0611412
100386572,10.506098,-66.9146017
1003957489,44.933143,7.540121
100397805,44.933143,7.540121
100399628,40.2253569,-82.6881395
1004020004,36.1556805,-95.9929113
1004046470,40.3270127,-86.1746933
100404681,44.933143,7.540121
100410158,36.7014631,-118.7559974
1004116513,44.933143,7.540121
100412295,-8.6163132,37.5261347281
1004147712,35.9603948,-83.9210261
10041682,26.1223084,-80.1433786
100418160,39.7837304,-100.4458825
10042252,36.225961,-84.1545332563
